movie_index,text,label_int
9181,"it's a very nice movie and i would definitely recommend it to everyone. but there are 2 minus points: - the level of the stories has a large spectrum. some of the scenes are very great and some are just boring. - a lot of stories are not self-contained (if you compare to f.e. coffee and cigarettes, where each story has a point, a message, a punchline or however you wanna call it) but well, most stories are really good, some are great and overall it's one of the best movies this year for sure!<br /><br />annoying, that i have to fill 10 lines at minimum, i haven't got more to say and i don't want to start analyzing the single sequences...<br /><br />well, i think that's it!",1
42395,"EIGHTEEN as written and directed by Richard Bell may have a few too many stories to tell simultaneously for a 102 minute movie to completely succeed, but there is such a fine sense of commitment on the part of all the cast and crew that the viewer ends up wanting the movie to work - and so it does. Yes, aspects could have been finessed if the producers had more money to spend on the final cut, but as a small independent movie from Canada this is a tender, gently humorous, very touching tale about vulnerability and communication and commitment. It works on many levels.<br /><br />In a very well choreographed opening we are voyeurs at a family dinner where obviously something has gone awry and results in a father and two sons taking off in a car and having an accident in which one of the sons is killed. With an introduction like that the mood is set for the surviving 18-year old Pip son (Paul Anthony - looking far too old for credibility as a teenager) to desert his family and live on the streets. He meets Clark (Clarence Sponagle) a male prostitute who gives Pip food and shelter, Jenny (the very fine Carly Pope) who saves him from a bashing by her associate Derek (Ryan McDonell) and becomes romantically entangled with Pip, and Father Chris (Alan Cumming) in a finely wrought sympathetic role as a priest. It is Pip's 18th birthday and his father (Serge Houde) traces Pip down to give him a present from his deceased grandfather with instructions the gift should be opened on Pip's 18th birthday.<br /><br />Pip, though drinking too much and full of anger, pawns the tape machine but keeps the tape and begins to listen to the words of his grandfather Jason (voice by Ian McKellen) who recounts his own 18th birthday in WW II in France where he (now the very sensitive actor Brendan Fletcher) has an experience with a wounded medic named Macauley (Mark Hildreth, also superb) and reflects on his one night marriage with a cabaret singer Hannah (Thea Gill of 'Queer as Folk' fame and a fine singer and actress here), only for something to live for during the war: Jason offers succor to Macauley as he dies, with a beautiful scene of redemption for he two men at the end. The parallels of Pip and grandfather Jason interplay every time Pip listens to the tape and lead Pip to ultimately alter his view of life and love. Subplots include Clark's isolated existence as a hustler being altered by Jeff (David Beazely - in a surprisingly fine film debut) who simply wants to be loved; by an unexpected pregnancy between Jenny and Pip; by the trust Father Chris instills in both Pip and Clark in a good shepherd's manner: and by a flashback to the car accident where Pip could have saved his brother Daniel (Paul Dzenkiw) from an abusive act at the hands of his father, just before the accident, but failed to do so, opening his deep guilt and resultant misplaced anger, mirrored by his grandfather's taped experiences. Each of these subplots pulls together at the end, creating a sense of closure for each of the people involved.<br /><br />There are aspects of this film that make it seem like a big budget production: the musical score by Bramwell Tovey is performed by the Vancouver Symphony members, the cinematography by Kevin Van Niekerk is aptly atmospheric, and the general quality of acting by this Canadian cast is very fine. Though Paul Anthony handles his role well, casting a very young teenager in the pivotal main role would have made the story work much better, and Richard Bell, with only one other film 'Two Brothers' on his resume, gives promise of a young talent to watch. Despite the shortcomings, EIGHTEEN is a worthwhile film and deserves attention. Grady Harp",1
11294,"I found Grey Garden's to be a gripping film, an amazingly intimate<br /><br />look at too eccentrics who basically have the right idea: forget<br /><br />society and live in a delapidated house with no heating and a huge<br /><br />brood of cats and raccoons, persuing their own interests rather<br /><br />mundainly, all the while chattering at the camera.<br /><br />Big Edie and Little Edie are the two crazies that the Mazles Bros.<br /><br />have chosen to document. They seem like characters out of a<br /><br />Fellini film, only stranger, if that makes any sense. Old Edie is<br /><br />almost fully bedridden, a pile of papers, clothes and dirty dishes<br /><br />growing around her. Little Edie is even more interesting. She<br /><br />prances around the house, always wearing a baboushka-like<br /><br />headdress around her head, completely covering her hair. We<br /><br />never see her hair throughout the film, nor do we ever get a hint<br /><br />that she still has much. At age fifty eight, though, she is still<br /><br />beautiful and full of life.<br /><br />In Grey Gardens, we get the sense that both of these women's<br /><br />lives have become much less than what they once were. Little<br /><br />Edie is probably the sadder of the two. While her mother, in her<br /><br />earlier years, got married, made a family, lived luxuriously and<br /><br />even made some recordings (the scene where, at 77, she sings<br /><br />along with a recording of ""Tea for Two"" she made decades ago is<br /><br />one of the films best scenes), Edie left her promicing career as a<br /><br />model to take care of her ailing mother. At 58, she still longed to<br /><br />find her prince charming. If anything Little Edie is still a little girl,<br /><br />full of dreams of glamour and fame, and of domestic and romantic<br /><br />bliss, that have yet to be fulfilled.<br /><br />Highlights of the film include the opening moments, where Little<br /><br />Edie explains her outfit to the camera, the ""tea for two"" sequence,<br /><br />the birthday party, the climactic argument, the grocery deliver<br /><br />scene, and the scene in the attic. The whole thing is incredibly<br /><br />candid and unpretencious. And it's made all the more remarcable<br /><br />since it's all real.<br /><br />I suggest seeing Grey Gardens back-to-back with the Kenneth<br /><br />Anger short Puce Moment. The Criterion DVD is $35.00, but it's<br /><br />worth every penny.",1
36701,"I have nothing more to say but it was awful. I cannot imagine why Helen Mirren and others were part of this degrading mess. And if certain actors don't want people to question their sexuality then perhaps they should refrain from making more of these films. There was at least one seen that left me curious. Just my opinion. SHUDDER to think what was going on that was cut from the film. SHUDDER to wonder what went through the minds of the actors who made this film. Shudder to think about the thought process and voyeurism that went on in the directors mind. Like I stated before its a degrading mess. Its not even funny. As Ebert said of the film Caligula with Malcolm McDowell, Its not a good film, not a good story and its not even good porn. YEESHHHHHHHHHHHHHHHHH............",0
37138,"I have always been a fan of David Lynch and with this film Lynch proved to critics that he has the talent, style, and artistic integrity to make films outside of the surreal aura that he's become known for in the past decade. As much as the film is G-rated, it's pure Lynch in style, pacing, and tone. The film moves at a masterfully hypnotic pace and is filled with scenes of genuine emotion and power.<br /><br />The cinematography is terrific, as is to be expected from a Lynch film, and the transitional montage sequences are breathtaking. It's also very refreshing to see a film where the characters are all friendly, kindhearted folk and not unmotivated characters that are clearly labeled as being either ""good"" or ""evil"".<br /><br />Richard Farnsworth turns in a beautiful performance as do the rest of the cast, most notably Sissy Spacek in an endearing performance as his daugher, and Harry Dean Stanton in a small but infinitely crucial role.<br /><br />With this film, David Lynch proved to critics that he could make a powerful moving motion picture just like he did in the 80's with 'Blue Velvet' and 'The Elephant Man'. Critics seemed to lose faith in the past decade after he produced such surreal films as 'Twin Peaks: Fire Walk With Me' and 'Lost Highway' but with this film he showed that there was method to FWWM and LH, and it looks as if critics finally caught on with his recent film 'Mulholland Drive', considering the high praise it's received and the Oscar nomination for Lynch.<br /><br />'Straight Story' is to me one of the most moving motion pictures I've ever seen. It's a loving story about family, friendship, and the kindness of strangers. I would highly recommend it.",1
24725,"Seagal was way off the mark with this film. I'm a fan of his and come to expect cool fight scenes and sharp one liners but this film had none of this, instead it had injections and cheesy music. Even if you're a fan of his i strongly recommend you keep away from this film and watch under siege or even on deadly ground instead.",0
31721,"This movie's one of my favorites. It's not really any good, but it's great to laugh at. The dialogue can become incredibly ludicrous and poorly acted (eg, ""Manji, can we ask you a few questions?"" ""Sure."" ""We think you can help us with the answers."") Any fighting is more or less surrealistic. Make sure to watch for Brock, the oafy white guy who attacks the main characters. He only has two lines, but he's one of the best guys in the movie!",0
10796,"This film plays really well with an audience. Especially once the chase begins. Plus, Trevor Howard with his sensible, smart charms and Jean Simmons with her innocent demeanor and piercing eyes are terrific together.<br /><br />The film starts as a psychological drama but after the murder it segues into a chase thriller as the two leads head for the border. Some may think the chase is superfluous but actually the chase is essential because it aids in clearing the mind of the Jean Simmons character by getting her out of the oppressive household, plus it helps bring out the real killer - who is suddenly put into such a position that they have to finish the job. The killer rightly believed that once the Simmons character was arrested she would be put away. And it is true that her lack of control in the household - as well as evidence pointing her way - there is no way she would have gotten out of the murder charge. The chase that ensues helps bring out the truth.<br /><br />This is an entertaining film. Seek it out if you can find it.",1
46741,"A brilliant animated piece that was far ahead of its time, and certainly far ahead of anything that was being released in mass production at the same point in history. The influence of this work upon Tim Burton's ""Nightmare Before Christmas"" is readily apparent. One can only imagine how Starewicz slaved over every beautifully detailed frame of this masterpiece.<br /><br />There have been very few animated films of this caliber. It's a shame that more people haven't seen this gem.<br /><br />Apparently, IMdB now requires comments to be at least ten lines long, so this is the tenth line. This must be something new - but I really don't have anything else to say!",1
46775,"In the DVD era, you would think you could find pretty much any piece of crap committed to celluloid and for the most part, it's true. So WHY, WHY is it so hard to find this great little flick, clearly done by people who love noir as a loving homage (buit never descending into spoof land) of that most cinematic of genres. Emma Thompson and Alan Rickman are a HOOT in this and superstar-in-the-making Carla Gugino (KAREN SISCO, SIN CITY) does her now trademark red hot babe/great acting routine. <br /><br />This movie really has it all for fans of film. A b noir on steroids, the clever and steamy JUDAS KISS succeeds on every count.<br /><br />Please Columbia TriStar PLEASE release it on DVD soon!!!!!!",1
48530,"i expected this movie to be absolutely god awful. Like ""What Dreams May Come"" or ""The Truman Show"" or something. Well they were selling it off for £3.99 in my local HMV and it had Giovanni Ribisi on the cover, you know you cant help but love him, and so my friends dared me to buy it. and i was sure it was going to be trash. maybe thats the only reason i could sit through this movie, because my standards were never that high.",0
46957,"I could tell this would be a bad one from the trailer, but the lure of the DVD box got me to rent it anyway. Boy was I right..<br /><br />Also for some reason the DVD version is VERY fuzzy and unclear at times (in terms of video quality). It appears as if they shot the whole movie with a 20 year old camcorder, it looks so bad. I really did not like the plot, and after watching the movie I was very let down. I will NOT tell any spoilers, but let it be said that the end was so bad that I laughed, it has been done so many times before.<br /><br />The whole story seems like something that came out of a middle schooler's English paper. If I had to peg one movie as the worst horror movie I've ever seen, this one may just be it. I can't believe they actually released this film. It really isn't worth the rent, or a penny of anyone's money unless you want a good laugh at the movie's expense.",0
8558,"The precise text of an ad (except the word Chinese, as in Grauman's Chinese, at the end, should appear in caps but IMDb's racially sensitive formatting won't let it), as published in the Los Angeles Times of October 2nd 1930, reads as follows (with "" / "" denoting the break between each line in the ad):<br /><br />GALA WORLD PREMIERE / Tonight / 8:30 PROMPTLY / TONIGHT all Hollywood and Los Angeles boulevards become THE BIG TRAIL to Grauman's Chinese Theatre...the rendezvous of all that is beautiful and brilliant...the gathering place of stars...celebrities...the great and the famous!<br /><br />Thousands will fill every seat...many thousands will line Hollywood Boulevard to watch the gala festivities attending this world premiere!<br /><br />Tonight all Southern California pays homage to the great American Epic, which faithfully depicts the thrilling, soul-stirring romance of the American Pioneers..who won the West and left us a heritage of Peace..Liberty..and Happiness.<br /><br />Raoul Walsh's / The BIG / TRAIL / Story by HAL G. EVARTS / FOX MOVIETONE PRODUCTION / SHOWN ENTIRELY IN / GRANDEUR / Cast of 20,000 featuring / JOHN WAYNE MARGUERITE CHURCHILL / EL BRENDEL / Tully Marshall Tyrone Power / David Rollins / Frederick Burton, Charles Stevens, Russ Powell, Louise Carter / William V. Mong, Dodo Newton, Ward Bond, Marcia Harris / Marjorie Leet, Emelie Emerson, Fran Rainboth / Andy Shufford, Helen Parrish / Production Manager Archibald Buchanan / Settings by Harold Miles, Fred Serren / Chief Grandeur Cameraman Arthur Edeson / Sound Engineer George Leverett / Chief Film Cutter Jack Dennis / ADDED FEATURE: / Fox Movietone News Exclusive Interview with / GEORGE BERNARD SHAW / Direction Carli Elinor / GRAUMAN'S / Chinese / Direction of Fox West Coast Theatres / Twice Daily Thereafter / 2:30 --- 8:30 P.M.",1
14091,"My mom and I went to the Ft Worth Premiere mainly to see George Strait, but ended up getting the chance to see the movie premier at Bass Hall. What a wonderful, beautiful film which not only depicts the beautiful Texas landscape, but also had a great feel-good storyline. It was well written, directed and produced and my mom and I loved it from start to finish!. Thank you Jay for giving us the opportunity to be a part of the premiere of this wonderful movie. It was a night we will never forget. As if seeing the movie was not enough, we also were fortunate enough to be sitting 4 rows in front of my favorite singer, George Strait!! Thank you, Thank you, Thank you!! Keep up the great work and again, thank you!<br /><br />Debbie McClendon & Maureen Daugherty Ft. Worth, TX",1
34276,"Freeway Killer, Is a Madman who shoots people on the freeway while yelling a bunch of mystical chant on a car phone. The police believe he is a random killer, but Sunny, the blond heroine, played by Darlanne Fluegel detects a pattern. So does the ex-cop, played by James Russo, and they join forces, and bodies, in the search for the villain who has done away with their spouses. Also starring Richard Belzer, this movie has its moments especially if you like car chases, but its really not a good movie for the most part, check it out if you're really bored and have already seen The Hitcher, Joy Ride, or Breakdown, otherwise stay away from the freeway.",0
35620,"The acting in this movie stinks. The plot makes very little sense, but from what I gathered it's supposed to be about this scientist who develops the ability to turn people's personal items into tiny steel balls that then fly into their mouths and turn them into zombies (or blow their heads up, whichever). And the effects are lousy, too. Most of the movie consists of bad music, with the actors dancing equally as badly to the bad music, interspersed with multiple boring sex scenes. This should be one of the worst things ever made, but for one thing. One element of shear brilliance that makes ""Nightmare Weekend"" stand above all others. And that special quality is the presence of George.<br /><br />George is the lovable interface device between the scientist's daughter, Jessica, and the home computer security system. With his green hair and nose, balding scalp, and heart-shaped mouth, George is the guardian angel/confidant to Jessica, who asks him for advice on how to meet guys in one of the most dramatic pieces of dialogue ever captured on celluloid. With his monotone synthesized voice, George tells Jessica what percentages of males prefer women in white dresses, and also that hitch-hiking is the third best way to meet guys after discos and bars. Of course, little Jessica just can't seem to stay out of trouble, causing George to execute ""Emergency Program Code: Protection Jessica"", which results in the violent death of Jessica's would-be assailant via one of the aforementioned steel balls.<br /><br />Kubrick was an utter fool for thinking he could give a computer personality using closeups of a red light. HAL should have been represented by our friend George in order to better translate compassion for his eventual demise. The light and sound show at the end of ""Close Encounters""? Not bad, but how much better would that movie had been if the means of first communication with the aliens had been George the Hand Puppet. Bishop, Data, R2  kitchen appliances next to the Almighty George! He might only be in the movie for 8 minutes out of 90, but don't be fooled. This show is all about George. With even that limited amount of screentime, George joins the ranks of such luminous film characters as Hollywood Montrose, Majai, and Pappy from ""New Moon Rising"" as icons of American cinema. ""George to Apache""  you are my hero.",0
45412,"Since THE MAGUS is a confusing puzzle that really has no solution, one should sit back and enjoy the scenery. Set on a ""remote Greek island,"" it stars a very uptight Michael Caine as a teacher working at a school for boys who gets caught up in mind games with local wacko/mystery man Anthony Quinn and his daffy girlfriend Candice Bergen. Quinn, looking like Pablo Picasso with white hair and striped sailor shirt, is actually pretty good but Caine looks like he's ready to explode. Bergen, although stunning, should NOT put on a British accent EVER. She's not very good at that type of thing. Guy Green's direction is fine, but unless you have infinite patience with the circular logic of the film, you will not enjoy it. A real sour note is the casting of the effervescent Anna Karina in the completely joyless role of Caine's girlfriend. After seeing her in the likes of A WOMAN IS A WOMAN and A BAND APART, her presence here is quite jarring.",0
30158,"This has got to be one of my very favorite Twilight Zone episodes, primarily for the portrayal of two lonely souls in a post-apocalyptic environment.<br /><br />The cobweb-strewn shops and rubble-laden streets are eerie in that particular way the Twilight Zone does best.<br /><br />While the parable can be a bit heavy-handed by today's drama standards, it is an excellent one - using the setting to make a statement relevant to the human experience, as well as geopolitics, in a way that is timeless. The entire drama rests solely on the shoulders of Mr. Bronson and Ms. Montgomery, who do not disappoint. (May they both rest in peace.)<br /><br />A true classic.",1
22267,"This should be my kind of movie. Even if it sucked, it still should have been right up my alley; hell, I like ""Congo,"" and ""Allan Quatermaine"" movies. I have a soft spot in my heart for silly alien/demon/adventure movies. Let's go over why I decided to watch this in the first place.<br /><br />1. Horror/Sci-fi almost always intrigues me 2. I'm a big fan of archaeology, and this movie does involve a rare treasure. 3. Super-natural enemies with quality FX. 4. Christian Slater and Dorf I generally enjoy. 5. Tara Reid is hot.<br /><br />So this movie had potential, at least in the cheese-horror section of the video store, but boy did it suck ass. The only redeeming aspects are Slater and Dorf, and not everyone finds them as entertaining as I do...I mean, let's face it, both are melodramatic. But now on to some of the many faults.<br /><br />Tara Reid. Even though the movie as a whole is worse, Reid's performance is truly awful. We're not just talking bad, I'm talking about nominating Tara Reid for worst performance of the year. I don't know if she is capable of acting, but playing the museum curator is simply out of her league...completely. Watching her try to carry the roll of educated scientist wasn't much different than what you get watching the setup in bad porn. I mean this isn't just bad, it is laughably bad. Oh, and for those of you curious, she doesn't get naked, only down to a bra in a silly, totally unnecessary love scene.<br /><br />Even with Reid's performance, perhaps the movie could have worked, but the plot is what dominates, and the plot seems written by a 10 year old. I hadn't realized this was a video game adaptation until AFTER watching the DVD, otherwise I would have appreciated the stupidity in real-time. <br /><br />The storyline jumps back and forth from Slater's childhood at an orphanage where he gets flashbacks of something terrible that happened, he has amnesia, of course. In his adult life Slater was recruited by some Unit 713, a paranormal military force that apparently hunts evil or something. Slater had to leave because he was too rebellious, I guess, you never really know unless it was in one of those voice-overs I zoned out during. The movie starts with Slater hunting artifacts, obtaining his latest piece after some dealings with a ""Chilean mercenary force specializing in selling rare antiquities."" I may have the exact quote wrong, but you get the idea.<br /><br />There is an evil doctor that wants to unleash some hellions on earth (no reason given), experiments on children, super demon/alien-human hybrids, ""photonic"" bullets (the demon things can't stand sunlight) and, of course, Slater and Dorf to try to save everyone.<br /><br />Jesus, I can't even being to wade through the clichéd elements. The script badly needed reworking to narrow the focus and provide SOME depth. I mean, why is this evil scientist so damn evil? Oh right, humans are doomed and he is just trying to save the human race. I guess he's infected? How did that happen? Oh right he has one of the evil demon things in a cage and draws its blood to shoot into himself. How the hell did that happen? Why and where did he get the super slugs (oh yes, they use the old sci-fi stand by of parasitic aliens/demons which ""fuse"" with the spine of their host)Of course, Slater is, like Blade, half super-slug powered, but his slug ""didn't fully fuse due to an electrical shock,"" thank god. Oh, and the people with these ""fused"" spines, have no idea they're half-alien/demon and act as good members of the community until some secret signal is given whence they turn killer zombies. Yeah we get zombies.<br /><br />So lots of crap that could be entertaining, but none of it is.<br /><br />Also, the ending is completely stupid as everything turns out to be not that big of a deal to fix in the first place...at least nothing a little dynamite can't handle.<br /><br />Not the very worst thing you'll see, but a truly bad movie.",0
10632,"1993 was the year. This was long before Phillip Seymour Thomas had won an Oscar. Who knew I would be an extra in a movie with him? I was actually a paid extra in ""My Boyfriend's Back,"" which was shot in a suburb of Austin called Georgetown, TX. The original title was ""Johnny Zombie"" (thank God the producers had a change of heart!) I was in the theater scene. I rushed out to watch the movie the day it was released in theaters. It is more of a comedy than a horror movie. But... for a good laugh, you might want to check it out. Nothing that is even close to ""Dawn of the Dead"" or even ""Shaun of the Dead"" quality, but the cheese factor is good enough. ciao",0
50,"after my daughter was born in 1983, i needed to lose weight. i tried the 20 minute workout and i was hooked. i lost about 50 lbs. it was the most weight i ever lost in my life. i can't believe this show is forgotten. it would be a blessing if you started a cable channel strictly for exercise and included the 20 minute workout. i think this was the best workout video ever made. i wish i could purchase it somehow and somewhere. the routine was easy to learn and you did work up quite a sweat. the workouts they have today are too complicated and too hard to learn. please do your best to get this video back in circulation. i pray it will be a blessing to all who see and use it.",1
49918,"If you are looking for a cinematic masterpiece, this ain't it. If you are looking for one of those awful movies that are so horrible that they are actually good, then this may be for you. There are so many unintentional laughs in this film, that it could almost be considered a comedy. Let's start with the opening titles, that say ""Jack-O"", and then add the word ""Lantern"", as if the viewer wasn't able to figure out the movie was about a pumpkin by the giant pumpkin shown on both the cover and in the opening scene of the movie. After that, the movie goes in about 20 different directions, none of which make much sense. Jack-o is everywhere, he's in people's houses, in the woods, and yet he doesn't ever seem to do much of anything. He does make a few kills, but the long buildup to those killings is so poorly acted and constructed you almost wish Jack-o would take out his rage on you the viewer. Other than that, the plot consists of poor acting, gratuitous nudity, and a ridiculous plot line. The acting in this film is among the worst I've ever seen in my 35 plus years of movie-watching. The boy who is the lead in the film (the director's son) has about as much emotion as a corpse, and just about all of the other actors/actresses are just as bad for numerous reasons (especially the bug-eyed lady with eyes bigger than saucers). But, having said all this, if you take this for what it is, (that is a steaming pile of dung) then you will get a few laughs from this movie. What I also found amusing is that the makers of the DVD saw fit to release a ""10th Anniversary Version"" of this movie (as if the original wasn't good enough). And someone actually had the idea of making a ""behind the scenes"" mini film which is also included in the 10th anniversary edition (I'm not sure why).......I'll give this 3 smashed pumpkins out of 10...",0
8139,"My wife and I thought that with this cast and director, the movie would have to be at least worth watching. We were wrong. In fact, we gave up on it after 45 minutes. The idea that Crawford, Young and Tone are British but speak with American accents was, for me, impossible to get past -- hard to believe this is England when no one talks with a British accent. There is zero chemistry between Crawford and anyone, and to echo a previous comment, the idea that Cooper and Crawford suddenly declare their love for one another without any reason is ludicrous. There is no reason to care about any of the characters, which is why we threw in the towel halfway through. I found it hard to believe that Hawks directed this, as none of the actors spoke with the trademark Hawksian rat-a-tat delivery. So save your time, and skip this one.",0
